vuosi,kuukausi_nro,etuus,saajat_yhteensa,saajat_laskenta_yhteensa,maksettu_yhteensa,maksettu_laskenta_yhteensa
2019,12,Eläke-etuudet (pl. takuueläke),1229972,1229972,4531455470.64,342344435.02
2019,12,Eläketuki,8890,8890,61206544.74,6940470.28
2019,12,Eläkkeensaajan asumistuki,424384,424384,1336331026.92,100820710.72
2019,12,Erityishoitoraha,11138,11138,12499676.92,12499676.92
2019,12,Koulumatkatuki,179092,179092,95325557.6,95325557.6
2019,12,Kuntoutus,401092,401092,815454572.02,815454572.02
2019,12,Kuntoutusraha,126636,126636,329662669.36,329662669.36
2019,12,Lapsilisä,2224516,2221996,2943425265.61,2927337944.15
2019,12,Lastenhoidon tuet,395488,383570,607982199.32,603531532.34
2019,12,Opintolainahyvitys,23560,23560,90458996.9,90458996.9
2019,12,Opintolainan korkoavustus,1758,1758,147512.8,147512.8
2019,12,Opintolainavähennys,8790,8790,0,0
2019,12,"Opintotuki (opintoraha, asumislisä, lainatakaus)",1101182,1091122,946198626.84,3486067769.04
2019,12,Perhevapaakorvaus,37938,37938,94825000,94825000
2019,12,Perustoimeentulotuki,267422,267422,1504443885.56,113241542.08
2019,12,Sairaanhoitokorvaukset,11182856,11182856,4306009640.58,4306009640.58
2019,12,Sairauspäivärahat,743510,743510,1895493267.62,1895493267.62
2019,12,Sotilasavustus,24974,24974,33372492.24,33372492.24
2019,12,Takuueläke,218952,218952,501107923,38056278.34
2019,12,Työttömyysturva,1067256,1067256,4050990878.08,4050990878.08
2019,12,Vammaisetuudet,529428,529428,1193007316.36,83387781.96
2019,12,Vanhempainpäiväraha,357606,357606,1903683614.58,1903683614.58
2019,12,Vuosilomakustannuskorvaus,55714,55714,83402030.04,83402030.04
2019,12,Yleinen asumistuki,759334,759334,3233821294.42,245178246.52
2019,12,Äitiysavustus,95734,95734,21093900.72,21093900.72
2020,1,Elatustuki,138718,138718,35661787.1,32736964.5
2020,1,Eläke-etuudet (pl. takuueläke),1225202,1225202,378088283.66,374923400.32
2020,1,Eläketuki,8812,8812,7457817.04,7317088.52
2020,1,Eläkkeensaajan asumistuki,418198,418198,104011631.42,99394090.78
2020,1,Erityishoitoraha,1368,1368,1080326.02,1080326.02
2020,1,Koulumatkatuki,48648,48648,7355402.98,7355402.98
2020,1,Kuntoutus,151888,151888,72873340.92,72873340.92
2020,1,Kuntoutusraha,35906,35906,28808794.36,28808794.36
2020,1,Lapsilisä,1081796,1079912,230039673.22,228319035.24
2020,1,Lastenhoidon tuet,132326,112920,40893735.46,35737971.74
2020,1,Opintolainahyvitys,140,140,563993.36,563993.36
2020,1,Opintolainan korkoavustus,214,214,13957.42,13957.42
2020,1,Opintolainavähennys,46,0,0,0
2020,1,"Opintotuki (opintoraha, asumislisä, lainatakaus)",449102,442686,94524343.76,328049701.7
2020,1,Perhevapaakorvaus,3556,3556,8885000,8890000
2020,1,Perustoimeentulotuki,275114,275114,120974959.11,127790114.96
2020,1,Sairaanhoitokorvaukset,3840258,3840258,456965109.17,456965109.17
2020,1,Sairauspäivärahat,125030,125030,151705166.46,151705166.46
2020,1,Sotilasavustus,8800,8800,2516239.54,2516239.54
2020,1,Takuueläke,221256,221256,43595196.08,42012534.78
2020,1,Työttömyysturva,418360,418360,323512591.74,323512591.74
2020,1,Vammaisetuudet,519872,519872,92399095.88,82857437.7
2020,1,Vanhempainpäiväraha,93988,93988,157801898.06,157801898.06
2020,1,Vuosilomakustannuskorvaus,5138,5138,7527854.58,7527854.58
2020,1,Yleinen asumistuki,748838,748838,251473293.94,241598522.08
2020,1,Äitiysavustus,12474,12474,2670109.98,2670109.98
2020,2,Elatustuki,138412,138412,35974513.22,32689396.04
2020,2,Eläke-etuudet (pl. takuueläke),1219830,1219830,376882836.26,372427537.3
2020,2,Eläketuki,8612,8612,7252798.1,7149579.72
2020,2,Eläkkeensaajan asumistuki,416246,416246,105005114.74,99024760.84
2020,2,Erityishoitoraha,1134,1134,835803.42,835803.42
2020,2,Koulumatkatuki,56896,56896,8998062.7,8998062.7
2020,2,Kuntoutus,125424,125424,54757649.36,54757649.36
2020,2,Kuntoutusraha,35664,35664,28807233.4,28807233.4
2020,2,Lapsilisä,1081376,1080214,229972109.66,228389646.38
2020,2,Lastenhoidon tuet,136862,122472,44710292.52,38281624.08
2020,2,Opintolainahyvitys,84,84,424288.36,424288.36
2020,2,Opintolainan korkoavustus,130,130,7295.42,7295.42
2020,2,Opintolainavähennys,16,0,0,0
2020,2,"Opintotuki (opintoraha, asumislisä, lainatakaus)",449592,443494,94189453.66,327727923.16
2020,2,Perhevapaakorvaus,3370,3370,8425000,8430000
2020,2,Perustoimeentulotuki,280786,280786,121147277.14,128552084.36
2020,2,Sairaanhoitokorvaukset,2128422,2128422,235480878.04,235480878.04
2020,2,Sairauspäivärahat,103410,103410,130595977.1,130595977.1
2020,2,Sotilasavustus,9252,9252,3215526.1,3215526.1
2020,2,Takuueläke,222762,222762,43378531.44,41963313.68
2020,2,Työttömyysturva,409686,409686,303561076.54,303561076.54
2020,2,Vammaisetuudet,521086,521086,92106902.02,82973245.12
2020,2,Vanhempainpäiväraha,85832,85832,142825013.98,142825013.98
2020,2,Vuosilomakustannuskorvaus,4456,4456,7078612.87,7078612.87
2020,2,Yleinen asumistuki,750426,750426,254101905.04,242388834.02
2020,2,Äitiysavustus,6886,6886,1445231.92,1445231.92
2020,3,Elatustuki,140142,140142,36793903.88,33196618.94
2020,3,Eläke-etuudet (pl. takuueläke),1219844,1219844,379044876.58,372386066.42
2020,3,Eläketuki,8430,8430,7018560.54,6996474.26
2020,3,Eläkkeensaajan asumistuki,418234,418234,106282771.08,99867759.4
2020,3,Erityishoitoraha,1400,1400,1114203.06,1114203.06
2020,3,Koulumatkatuki,51652,51652,7921346.34,7921346.34
2020,3,Kuntoutus,145388,145388,70492680.52,70492680.52
2020,3,Kuntoutusraha,38598,38598,32309998.68,32309998.68
2020,3,Lapsilisä,1081864,1080484,230198923.92,228418205.5
2020,3,Lastenhoidon tuet,139872,125046,44951177.46,38970963.04
2020,3,Opintolainahyvitys,214,214,1026639.14,1026639.14
2020,3,Opintolainan korkoavustus,74,74,4429.48,4429.48
2020,3,Opintolainavähennys,1540,0,0,0
2020,3,"Opintotuki (opintoraha, asumislisä, lainatakaus)",449954,445264,91263945.88,328153714.74
2020,3,Perhevapaakorvaus,3772,3772,9430000,9430000
2020,3,Perustoimeentulotuki,288762,288762,123874772.49,132953232.5
2020,3,Sairaanhoitokorvaukset,2689214,2689214,276260870.33,276260870.33
2020,3,Sairauspäivärahat,118498,118498,155179360.14,155179360.14
2020,3,Sotilasavustus,9318,9318,3090642.1,3090642.1
2020,3,Takuueläke,224178,224178,44085534.68,42181735.06
2020,3,Työttömyysturva,423860,423860,326792577.32,326792577.32
2020,3,Vammaisetuudet,522424,522424,94727554.98,83116588.52
2020,3,Vanhempainpäiväraha,92152,92152,157315181.4,157315181.4
2020,3,Vuosilomakustannuskorvaus,4294,4294,7041621.28,7041621.28
2020,3,Yleinen asumistuki,752690,752690,255647493.42,243040905.92
2020,3,Äitiysavustus,6572,6572,1453565.82,1453565.82
2020,4,Elatustuki,139300,139300,35756499.12,33020159.66
2020,4,Eläke-etuudet (pl. takuueläke),1220978,1220978,379276492.04,373910153.42
2020,4,Eläketuki,8214,8214,6800367.52,6817290.06
2020,4,Eläkkeensaajan asumistuki,420708,420708,107550352.86,100716808.9
2020,4,Erityishoitoraha,1446,1446,1215491.64,1215491.64
2020,4,Koulumatkatuki,43366,43366,6130340.28,6130340.28
2020,4,Kuntoutus,141520,141520,61304098.5,61304098.5
2020,4,Kuntoutusraha,35408,35408,30318563.16,30318563.16
2020,4,Lapsilisä,1081534,1080400,229857692.62,228445098.76
2020,4,Lastenhoidon tuet,143628,129434,46846982.76,41088958.98
2020,4,Opintolainahyvitys,9776,9776,39715017.72,39715017.72
2020,4,Opintolainan korkoavustus,4,4,168.22,168.22
2020,4,Opintolainavähennys,106,0,0,0
2020,4,"Opintotuki (opintoraha, asumislisä, lainatakaus)",445572,442260,75678749.08,324627199.36
2020,4,Perhevapaakorvaus,2610,2610,6525000,6530000
2020,4,Perustoimeentulotuki,302624,302624,132141450.22,140222682.64
2020,4,Sairaanhoitokorvaukset,3144472,3144472,343151371.18,343151371.18
2020,4,Sairauspäivärahat,143298,143298,177169350.1,177169350.1
2020,4,Sotilasavustus,8496,8496,2733746.88,2733746.88
2020,4,Takuueläke,225870,225870,43846648,42494775.92
2020,4,Työttömyysturva,463794,463794,357711440.62,357711440.62
2020,4,Vammaisetuudet,526050,526050,94152246,83644547.24
2020,4,Vanhempainpäiväraha,91216,91216,152062175.78,152062175.78
2020,4,Vuosilomakustannuskorvaus,3576,3576,5112732.6,5112732.6
2020,4,Yleinen asumistuki,759466,759466,259000762.38,245005288.66
2020,4,Äitiysavustus,9026,9026,1878841.64,1878841.64
2020,5,Elatustuki,139812,139812,36148922.58,33160655.42
2020,5,Eläke-etuudet (pl. takuueläke),1220350,1220350,376888717.34,373703345.76
2020,5,Eläketuki,8014,8014,6700159.7,6649125.56
2020,5,Eläkkeensaajan asumistuki,424154,424154,106307745.82,101857067.72
2020,5,Erityishoitoraha,1090,1090,1077501.72,1077501.72
2020,5,Koulumatkatuki,4676,4676,717164.56,717164.56
2020,5,Kuntoutus,122970,122970,48537347.24,48537347.24
2020,5,Kuntoutusraha,31776,31776,31102032.62,31102032.62
2020,5,Lapsilisä,1080726,1078990,229621987.22,228172297.6
2020,5,Lastenhoidon tuet,147660,129556,48823377.02,42080056.42
2020,5,Opintolainahyvitys,652,652,2640436.08,2640436.08
2020,5,Opintolainavähennys,250,0,0,0
2020,5,"Opintotuki (opintoraha, asumislisä, lainatakaus)",431924,429766,84020109.34,313803612.98
2020,5,Perhevapaakorvaus,3150,3150,7875000,7880000
2020,5,Perustoimeentulotuki,310080,310080,132658493.1,141154401.14
2020,5,Sairaanhoitokorvaukset,2947266,2947266,310301095.78,310301095.78
2020,5,Sairauspäivärahat,132064,132064,156839897.64,156839897.64
2020,5,Sotilasavustus,8306,8306,2721777.94,2721777.94
2020,5,Takuueläke,226768,226768,43821599.1,42658505.02
2020,5,Työttömyysturva,550020,550020,426018260.68,426018260.68
2020,5,Vammaisetuudet,526506,526506,91209191.2,83676655.34
2020,5,Vanhempainpäiväraha,81864,81864,136732899.62,136732899.62
2020,5,Vuosilomakustannuskorvaus,4048,4048,6397152.13,6397152.13
2020,5,Yleinen asumistuki,772410,772410,263227132.9,249312084.7
2020,5,Äitiysavustus,7938,7938,1676328.44,1676328.44
2020,6,Elatustuki,138830,138830,35803031.74,32910249.76
2020,6,Eläke-etuudet (pl. takuueläke),1214680,1214680,375965733.18,372245598.2
2020,6,Eläketuki,7812,7812,6510261.9,6480629.6
2020,6,Eläkkeensaajan asumistuki,424468,424468,106117222.5,102077675.3
2020,6,Erityishoitoraha,956,956,896264.12,896264.12
2020,6,Koulumatkatuki,2248,2248,298370.6,298370.6
2020,6,Kuntoutus,121770,121770,46699538.8,46699538.8
2020,6,Kuntoutusraha,29846,29846,25209068.36,25209068.36
2020,6,Lapsilisä,1080092,1078546,229352865.94,228062141.72
2020,6,Lastenhoidon tuet,142748,125582,49073393.86,42392803.54
2020,6,Opintolainahyvitys,176,176,1049769.16,1049769.16
2020,6,Opintolainan korkoavustus,558,558,40527.52,40527.52
2020,6,Opintolainavähennys,26,0,0,0
2020,6,"Opintotuki (opintoraha, asumislisä, lainatakaus)",84424,78742,14591209.64,66333017.18
2020,6,Perhevapaakorvaus,3150,3150,7870000,7875000
2020,6,Perustoimeentulotuki,338862,338862,148551827.36,158196733.22
2020,6,Sairaanhoitokorvaukset,3120392,3120392,317382016.84,317382016.84
2020,6,Sairauspäivärahat,127694,127694,151759879.16,151759879.16
2020,6,Sotilasavustus,8362,8362,2683949.32,2683949.32
2020,6,Takuueläke,226776,226776,43710771.8,42676809.36
2020,6,Työttömyysturva,573978,573978,439277097.06,439277097.06
2020,6,Vammaisetuudet,521284,521284,92478203.24,82964123.16
2020,6,Vanhempainpäiväraha,90362,90362,152980197.3,152980197.3
2020,6,Vuosilomakustannuskorvaus,4124,4124,6367880.82,6367880.82
2020,6,Yleinen asumistuki,776816,776816,261453064.7,250773497.24
2020,6,Äitiysavustus,8566,8566,1862254.62,1862254.62
2020,7,Elatustuki,139192,139192,35522812.04,32999387.72
2020,7,Eläke-etuudet (pl. takuueläke),1213176,1213176,374510610.34,371713214.54
2020,7,Eläketuki,7616,7616,6328537.5,6319252.1
2020,7,Eläkkeensaajan asumistuki,425616,425616,105634413.54,102606739.48
2020,7,Erityishoitoraha,840,840,841502.22,841502.22
2020,7,Koulumatkatuki,688,688,15565.78,15565.78
2020,7,Kuntoutus,135606,135606,61353806.28,61353806.28
2020,7,Kuntoutusraha,31272,31272,28907724.28,28907724.28
2020,7,Lapsilisä,1079436,1077712,229033447.16,227754082.64
2020,7,Lastenhoidon tuet,140006,123284,47807588.44,42187005.74
2020,7,Opintolainahyvitys,82,82,443088,443088
2020,7,Opintolainan korkoavustus,324,324,20171.82,20171.82
2020,7,Opintolainavähennys,6,0,0,0
2020,7,"Opintotuki (opintoraha, asumislisä, lainatakaus)",63478,62328,9318499.42,53941465.22
2020,7,Perhevapaakorvaus,3402,3402,8495000,8505000
2020,7,Perustoimeentulotuki,331492,331492,144493719.93,153358070.48
2020,7,Sairaanhoitokorvaukset,3270302,3270302,337366844.63,337366844.63
2020,7,Sairauspäivärahat,111926,111926,143557106.54,143557106.54
2020,7,Sotilasavustus,8262,8262,2385754.98,2385754.98
2020,7,Takuueläke,227258,227258,43738579.18,42765988.52
2020,7,Työttömyysturva,559724,559724,451711587.8,451711587.8
2020,7,Vammaisetuudet,521894,521894,91591276.62,83083866.34
2020,7,Vanhempainpäiväraha,96328,96328,178128850.2,178128850.2
2020,7,Vuosilomakustannuskorvaus,4680,4680,7214813.72,7214813.72
2020,7,Yleinen asumistuki,770170,770170,255397653.76,248830576.86
2020,7,Äitiysavustus,8624,8624,1831374.78,1831374.78
2020,8,Elatustuki,139542,139542,35797364.3,33133057.34
2020,8,Eläke-etuudet (pl. takuueläke),1211822,1211822,373991317.26,371208340.86
2020,8,Eläketuki,7406,7406,6158671.78,6147114.9
2020,8,Eläkkeensaajan asumistuki,425350,425350,106498039.14,102776062.58
2020,8,Erityishoitoraha,880,880,1105290.84,1105290.84
2020,8,Koulumatkatuki,8540,8540,1114987.1,1114987.1
2020,8,Kuntoutus,88526,88526,31762865.3,31762865.3
2020,8,Kuntoutusraha,33856,33856,27595027.3,27595027.3
2020,8,Lapsilisä,1078084,1076334,228782256.88,227333846
2020,8,Lastenhoidon tuet,132804,93268,40601803.42,31295707.24
2020,8,Opintolainahyvitys,42,42,211320,211320
2020,8,Opintolainan korkoavustus,116,116,6335.84,6335.84
2020,8,Opintolainavähennys,8,0,0,0
2020,8,"Opintotuki (opintoraha, asumislisä, lainatakaus)",187656,174236,30603517.14,102874329.52
2020,8,Perhevapaakorvaus,2702,2702,6740000,6755000
2020,8,Perustoimeentulotuki,261062,261062,95422364.74,102517302.86
2020,8,Sairaanhoitokorvaukset,3308124,3308124,345606361.59,345606361.59
2020,8,Sairauspäivärahat,107416,107416,138538810.64,138538810.64
2020,8,Sotilasavustus,8692,8692,2813122.3,2813122.3
2020,8,Takuueläke,227746,227746,43648533.26,42876929.42
2020,8,Työttömyysturva,512506,512506,377457558.24,377457558.24
2020,8,Vammaisetuudet,522276,522276,92309583.76,83055593.22
2020,8,Vanhempainpäiväraha,94436,94436,159814265.94,159814265.94
2020,8,Vuosilomakustannuskorvaus,4916,4916,6919366.48,6919366.48
2020,8,Yleinen asumistuki,760842,760842,255453028.46,246287795.48
2020,8,Äitiysavustus,7626,7626,1641526.16,1641526.16
2020,9,Elatustuki,138352,138352,35494845.16,32804043.6
2020,9,Eläke-etuudet (pl. takuueläke),1209150,1209150,373165804,369779401.96
2020,9,Eläketuki,7212,7212,5968227.8,5985218.02
2020,9,Eläkkeensaajan asumistuki,424886,424886,106117713.56,102730001.84
2020,9,Erityishoitoraha,1000,1000,893185.42,893185.42
2020,9,Koulumatkatuki,51944,51944,9903320.56,9903320.56
2020,9,Kuntoutus,140362,140362,54092676.02,54092676.02
2020,9,Kuntoutusraha,36598,36598,29172258.88,29172258.88
2020,9,Lapsilisä,1077254,1075362,228321510.16,227001875.08
2020,9,Lastenhoidon tuet,120356,106034,39525189.36,33528517.62
2020,9,Opintolainahyvitys,126,126,639338.1,639338.1
2020,9,Opintolainan korkoavustus,80,80,5933.2,5933.2
2020,9,Opintolainavähennys,18,0,0,0
2020,9,"Opintotuki (opintoraha, asumislisä, lainatakaus)",480840,462458,102403994.42,348306554.3
2020,9,Perhevapaakorvaus,3152,3152,7855000,7880000
2020,9,Perustoimeentulotuki,256116,256116,103487264.54,110240968.38
2020,9,Sairaanhoitokorvaukset,3495118,3495118,358482409.32,358482409.32
2020,9,Sairauspäivärahat,110184,110184,134883595.52,134883595.52
2020,9,Sotilasavustus,9050,9050,3026755.94,3026755.94
2020,9,Takuueläke,227314,227314,43675186.84,42803614.56
2020,9,Työttömyysturva,496568,496568,390601859.9,390601859.9
2020,9,Vammaisetuudet,522880,522880,91489876.44,83208469.36
2020,9,Vanhempainpäiväraha,91828,91828,161853336.26,161853336.26
2020,9,Vuosilomakustannuskorvaus,5878,5878,8103702.81,8103702.81
2020,9,Yleinen asumistuki,772792,772792,267960606.56,250666287.28
2020,9,Äitiysavustus,5862,5862,1291491.1,1291491.1
2020,10,Elatustuki,137588,137588,35960418.38,32570640.9
2020,10,Eläke-etuudet (pl. takuueläke),1207464,1207464,372257636.82,369064517.52
2020,10,Eläketuki,7052,7052,5836947.46,5850680.94
2020,10,Eläkkeensaajan asumistuki,424912,424912,106486246.78,102820681.94
2020,10,Erityishoitoraha,1040,1040,950621.78,950621.78
2020,10,Koulumatkatuki,53344,53344,8904945.14,8904945.14
2020,10,Kuntoutus,157724,157724,80388139.4,80388139.4
2020,10,Kuntoutusraha,39124,39124,33114654.36,33114654.36
2020,10,Lapsilisä,1076774,1074700,228373493.92,226851874.32
2020,10,Lastenhoidon tuet,125860,111796,40748519.8,34832432.32
2020,10,Opintolainahyvitys,178,178,1060840,1060840
2020,10,Opintolainan korkoavustus,2,2,20.68,20.68
2020,10,Opintolainavähennys,3010,0,0,0
2020,10,"Opintotuki (opintoraha, asumislisä, lainatakaus)",498762,490298,104558236.48,365581853.44
2020,10,Perhevapaakorvaus,4018,4018,10040000,10045000
2020,10,Perustoimeentulotuki,275148,275148,160681814.08,160337009.78
2020,10,Sairaanhoitokorvaukset,3593572,3593572,377618659.12,377618659.12
2020,10,Sairauspäivärahat,113678,113678,142616280.86,142616280.86
2020,10,Sotilasavustus,8126,8126,2576519.88,2576519.88
2020,10,Takuueläke,227496,227496,43577066.98,42861064.78
2020,10,Työttömyysturva,481572,481572,376150054.62,376150054.62
2020,10,Vammaisetuudet,522892,522892,91928577.82,83188205.28
2020,10,Vanhempainpäiväraha,91164,91164,158555388.62,158555388.62
2020,10,Vuosilomakustannuskorvaus,5452,5452,8055340.4,8055340.4
2020,10,Yleinen asumistuki,798680,798680,270299167.56,259134310.18
2020,10,Äitiysavustus,9638,9638,2054142.74,2054142.74
2020,11,Elatustuki,138602,138602,36007205,32903514.66
2020,11,Eläke-etuudet (pl. takuueläke),1207812,1207812,373095106.94,368302278.64
2020,11,Eläketuki,6872,6872,5682656.7,5701257.16
2020,11,Eläkkeensaajan asumistuki,425578,425578,106229756.34,103162335.74
2020,11,Erityishoitoraha,1052,1052,893952.3,893952.3
2020,11,Koulumatkatuki,53384,53384,8477174.86,8477174.86
2020,11,Kuntoutus,158094,158094,73804676.08,73804676.08
2020,11,Kuntoutusraha,40524,40524,33525417.46,33525417.46
2020,11,Lapsilisä,1076278,1074708,228424123.8,226835661.32
2020,11,Lastenhoidon tuet,129972,117894,41833691.04,36744453.42
2020,11,Opintolainahyvitys,18580,18580,84675311.3,84675311.3
2020,11,Opintolainan korkoavustus,2,2,17.72,17.72
2020,11,Opintolainavähennys,242,0,0,0
2020,11,"Opintotuki (opintoraha, asumislisä, lainatakaus)",504552,498728,103314575.96,368585998.3
2020,11,Perhevapaakorvaus,3148,3148,7870000,7870000
2020,11,Perustoimeentulotuki,281390,281390,140410206.98,143937970.72
2020,11,Sairaanhoitokorvaukset,3618406,3618406,377485108.72,377485108.72
2020,11,Sairauspäivärahat,122160,122160,150558095.04,150558095.04
2020,11,Sotilasavustus,8034,8034,2491393.48,2491393.48
2020,11,Takuueläke,227530,227530,43566840.72,42871768.2
2020,11,Työttömyysturva,472148,472148,354242652.58,354242652.58
2020,11,Vammaisetuudet,523562,523562,91382624.96,83306652.66
2020,11,Vanhempainpäiväraha,88202,88202,149073152,149073152
2020,11,Vuosilomakustannuskorvaus,4462,4462,6700292.27,6700292.27
2020,11,Yleinen asumistuki,804598,804598,269785578.02,261019144.38
2020,11,Äitiysavustus,7310,7310,1583940.38,1583940.38
2020,12,Elatustuki,305074,305074,467302390.64,428689440.38
2020,12,Eläke-etuudet (pl. takuueläke),2500792,2500792,4876785623.74,4825926106.66
2020,12,Eläketuki,15738,15738,82793285.72,82501838.56
2020,12,Eläkkeensaajan asumistuki,426366,426366,1378690316.78,103545857.86
2020,12,Erityishoitoraha,9732,9732,12794927.14,12794927.14
2020,12,Koulumatkatuki,166354,166354,76253099.26,76253099.26
2020,12,Kuntoutus,445168,445168,827596460.78,827596460.78
2020,12,Kuntoutusraha,129760,129760,403555034.58,403555034.58
2020,12,Lapsilisä,2213008,2209646,2978313020.54,2959090942.64
2020,12,Lastenhoidon tuet,380478,348910,571388409.02,493196776.34
2020,12,Opintolainahyvitys,31066,31066,136879269.94,136879269.94
2020,12,Opintolainan korkoavustus,2106,2106,181311.6,181311.6
2020,12,Opintolainavähennys,5330,0,0,0
2020,12,"Opintotuki (opintoraha, asumislisä, lainatakaus)",1149026,1139702,1002606093.3,3620416859.56
2020,12,Perhevapaakorvaus,41678,41678,104490000,104570000
2020,12,Perustoimeentulotuki,881061,881061,1712259281.75,1795160422.04
2020,12,Sairaanhoitokorvaukset,10949420,10949420,4478960398.27,4478960398.27
2020,12,Sairauspäivärahat,797888,797888,1990740722.4,1990740722.4
2020,12,Sotilasavustus,26118,26118,35224626.38,35224626.38
2020,12,Takuueläke,467886,467886,567940883.04,554148114.38
2020,12,Työttömyysturva,1306254,1306254,4932264703.5,4932264703.5
2020,12,Vammaisetuudet,1139740,1139740,1199169461.24,1081600485.86
2020,12,Vanhempainpäiväraha,365128,365128,2018429084.52,2018429084.52
2020,12,Vuosilomakustannuskorvaus,58202,58202,88782470.04,88782470.04
2020,12,Yleinen asumistuki,805118,805118,3402114351.9,260736005.26
2020,12,Äitiysavustus,106500,106500,22845922.34,22845922.34
2021,1,Elatustuki,135662,135662,35325812.24,32155897.3
2021,1,Eläke-etuudet (pl. takuueläke),1213194,1213194,371321558.32,368644710.24
2021,1,Eläketuki,6436,6436,5335042.52,5359336.42
2021,1,Eläkkeensaajan asumistuki,421466,421466,106949163.88,102580341.24
2021,1,Erityishoitoraha,1006,1006,868546.12,868546.12
2021,1,Koulumatkatuki,36880,36880,5126651.08,5126651.08
2021,1,Kuntoutus,161376,161376,74095231.64,74095231.64
2021,1,Kuntoutusraha,38266,38266,31686939.82,31686939.82
2021,1,Lapsilisä,1076162,1074110,228034008.72,226554346.38
2021,1,Lastenhoidon tuet,124830,105032,38297912.46,33464148.06
2021,1,Opintolainahyvitys,564,564,2423270.84,2423270.84
2021,1,Opintolainan korkoavustus,200,200,14359.28,14359.28
2021,1,Opintolainavähennys,40,0,0,0
2021,1,"Opintotuki (opintoraha, asumislisä, lainatakaus)",494250,488658,97980704.7,361596488.52
2021,1,Perhevapaakorvaus,2872,2872,7180000,7180000
2021,1,Perustoimeentulotuki,280888,280888,116899674.21,123059782.38
2021,1,Sairaanhoitokorvaukset,3775758,3775758,489235936.4,489235936.4
2021,1,Sairauspäivärahat,130948,130948,151710264.5,151710264.5
2021,1,Sotilasavustus,8780,8780,2627867.08,2627867.08
2021,1,Takuueläke,227668,227668,43639986.66,43098306.96
2021,1,Työttömyysturva,481820,481820,358195343.42,358195343.42
2021,1,Vammaisetuudet,516006,516006,90869158.2,82388336.34
2021,1,Vanhempainpäiväraha,84504,84504,140914024.78,140914024.78
2021,1,Vuosilomakustannuskorvaus,3724,3724,5724063.14,5724063.14
2021,1,Yleinen asumistuki,804560,804560,268101393.1,260364682.96
2021,1,Äitiysavustus,8654,8654,1821857.78,1821857.78
2021,2,Elatustuki,136618,136618,35595480.02,32464251.04
2021,2,Eläke-etuudet (pl. takuueläke),1208234,1208234,369055428.38,365766727.16
2021,2,Eläketuki,6214,6214,5154264.54,5174047.52
2021,2,Eläkkeensaajan asumistuki,420506,420506,107272913.16,102506161.6
2021,2,Erityishoitoraha,942,942,817808.68,817808.68
2021,2,Koulumatkatuki,43102,43102,6513632.18,6513632.18
2021,2,Kuntoutus,148134,148134,57517248.14,57517248.14
2021,2,Kuntoutusraha,41440,41440,34418097.94,34418097.94
2021,2,Lapsilisä,1075184,1073728,227717388.62,226520201.3
2021,2,Lastenhoidon tuet,128112,115406,42245062.5,36255492.18
2021,2,Opintolainahyvitys,160,160,830852.44,830852.44
2021,2,Opintolainan korkoavustus,134,134,8543.92,8543.92
2021,2,Opintolainavähennys,20,0,0,0
2021,2,"Opintotuki (opintoraha, asumislisä, lainatakaus)",501286,495440,97123757.66,366124641.02
2021,2,Perhevapaakorvaus,3178,3178,7940000,7945000
2021,2,Perustoimeentulotuki,286956,286956,123024284.21,129880927.24
2021,2,Sairaanhoitokorvaukset,1962466,1962466,233982388.34,233982388.34
2021,2,Sairauspäivärahat,127532,127532,154986407.84,154986407.84
2021,2,Sotilasavustus,9612,9612,3437953.48,3437953.48
2021,2,Takuueläke,226250,226250,43524629.52,42830336.14
2021,2,Työttömyysturva,476578,476578,352711393.4,352711393.4
2021,2,Vammaisetuudet,515696,515696,91675206.54,82238416.04
2021,2,Vanhempainpäiväraha,86618,86618,151037924.02,151037924.02
2021,2,Vuosilomakustannuskorvaus,4920,4920,7444943.03,7444943.03
2021,2,Yleinen asumistuki,805486,805486,271644345.78,260771815.66
2021,2,Äitiysavustus,6796,6796,1434665.52,1434665.52
2021,3,Elatustuki,138178,138178,36355388.02,32904690.36
2021,3,Eläke-etuudet (pl. takuueläke),1207294,1207294,369280779.18,365436968.16
2021,3,Eläketuki,6022,6022,5030527.08,5010764.14
2021,3,Eläkkeensaajan asumistuki,421052,421052,107606945.44,102892166.14
2021,3,Erityishoitoraha,1024,1024,961339.56,961339.56
2021,3,Koulumatkatuki,42298,42298,6277589.96,6277589.96
2021,3,Kuntoutus,167820,167820,83836600.88,83836600.88
2021,3,Kuntoutusraha,44422,44422,38924042.2,38924042.2
2021,3,Lapsilisä,1075166,1073456,227725566.72,226385590.66
2021,3,Lastenhoidon tuet,132192,117840,42528630.7,37057093.28
2021,3,Opintolainahyvitys,114,114,677191.12,677191.12
2021,3,Opintolainan korkoavustus,80,80,4893.44,4893.44
2021,3,Opintolainavähennys,660,0,0,0
2021,3,"Opintotuki (opintoraha, asumislisä, lainatakaus)",504660,499850,93514336.62,368193666.12
2021,3,Perhevapaakorvaus,3664,3664,9160000,9160000
2021,3,Perustoimeentulotuki,292384,292384,123612324.46,131498476.34
2021,3,Sairaanhoitokorvaukset,2540156,2540156,293048414.13,293048414.13
2021,3,Sairauspäivärahat,148714,148714,191836798.68,191836798.68
2021,3,Sotilasavustus,9672,9672,3306075.22,3306075.22
2021,3,Takuueläke,226428,226428,43729461.88,42804790.34
