vuosi,kuukausi_nro,etuus,saajat_yhteensa,saajat_laskenta_yhteensa,maksettu_yhteensa,maksettu_laskenta_yhteensa
2018,8,Eläkkeensaajan asumistuki,413146,413146,101364616.42,95946465.64
2018,8,Erityishoitoraha,1230,1230,1048238.62,1048238.62
2018,8,Koulumatkatuki,9270,9270,1088102.9,1088102.9
2018,8,Kuntoutus,74338,74338,32534662.48,32534662.48
2018,8,Kuntoutusraha,23430,23430,17547153.68,17547153.68
2018,8,Lapsilisä,1091564,1089980,228082264.6,226548000.86
2018,8,Lastenhoidon tuet,146464,110938,47443400.36,37688177
2018,8,Opintolainahyvitys,26,26,90880,90880
2018,8,Opintolainan korkoavustus,146,146,8064.64,8064.64
2018,8,Opintolainavähennys,24,24,0,0
2018,8,"Opintotuki (opintoraha, asumislisä, lainatakaus)",133142,124448,21214269.9,79751194.26
2018,8,Perhevapaakorvaus,3158,3158,7890000,7890000
2018,8,Perustoimeentulotuki,302900,302900,125323282.92,135864403.7
2018,8,Sairaanhoitokorvaukset,3304270,3304270,314064335.78,314064335.78
2018,8,Sairauspäivärahat,125880,125880,167697697.7,167697697.7
2018,8,Sotilasavustus,8340,8340,2631061.67,2631061.67
2018,8,Takuueläke,204446,204446,35672424,34880612.58
2018,8,Työttömyysturva,438706,438706,345886186.38,345886186.38
2018,8,Vammaisetuudet,526602,526602,94767996.66,83697926.74
2018,8,Vanhempainpäiväraha,105062,105062,178793205.64,178793205.64
2018,8,Vuosilomakustannuskorvaus,5340,5340,7344303.74,7344303.74
2018,8,Yleinen asumistuki,684492,684492,237638410.62,219785077.68
2018,8,Äitiysavustus,7630,7630,1600938.66,1600938.66
2018,9,Elatustuki,142334,142334,34198409.82,31730021.62
2018,9,Eläke-etuudet (pl. takuueläke),1255620,1255620,355196761.78,351002634.92
2018,9,Eläketuki,5666,5666,4368499.46,4374057.02
2018,9,Eläkkeensaajan asumistuki,413610,413610,100885030.34,96026535
2018,9,Erityishoitoraha,998,998,821093.28,821093.28
2018,9,Koulumatkatuki,61080,61080,11477996.72,11477996.72
2018,9,Kuntoutus,113198,113198,52605692.62,52605692.62
2018,9,Kuntoutusraha,22730,22730,16348143.86,16348143.86
2018,9,Lapsilisä,1090796,1089556,227815321.94,226460623.92
2018,9,Lastenhoidon tuet,140528,120058,46641204.7,38878363
2018,9,Opintolainahyvitys,42,42,162320,162320
2018,9,Opintolainan korkoavustus,58,58,4163.38,4163.38
2018,9,Opintolainavähennys,46,46,0,0
2018,9,"Opintotuki (opintoraha, asumislisä, lainatakaus)",440082,427662,94900406.16,327044843.86
2018,9,Perhevapaakorvaus,3516,3516,8790000,8790000
2018,9,Perustoimeentulotuki,283438,283438,112769941.7,122013823.62
2018,9,Sairaanhoitokorvaukset,3503510,3503510,333880061.02,333880061.02
2018,9,Sairauspäivärahat,105558,105558,122968038.84,122968038.84
2018,9,Sotilasavustus,8484,8484,2621092.45,2621092.45
2018,9,Takuueläke,204222,204222,35908544,34848597.4
2018,9,Työttömyysturva,416680,416680,292790253.76,292790253.76
2018,9,Vammaisetuudet,529458,529458,93441643.16,84148215.56
2018,9,Vanhempainpäiväraha,92028,92028,145989191.96,145989191.96
2018,9,Vuosilomakustannuskorvaus,5554,5554,7055185.39,7055185.39
2018,9,Yleinen asumistuki,694610,694610,246521415.62,223081414.72
2018,9,Äitiysavustus,7738,7738,1680068.9,1680068.9
2018,10,Elatustuki,142734,142734,34734922.94,31780652.78
2018,10,Eläke-etuudet (pl. takuueläke),1255634,1255634,355611152.06,350858345.2
2018,10,Eläketuki,5540,5540,4277185.88,4276373
2018,10,Eläkkeensaajan asumistuki,415556,415556,101332658.88,96583833.16
2018,10,Erityishoitoraha,1384,1384,970334.26,970334.26
2018,10,Koulumatkatuki,63012,63012,10766741.46,10766741.46
2018,10,Kuntoutus,127844,127844,68709262.1,68709262.1
2018,10,Kuntoutusraha,29708,29708,25318070.92,25318070.92
2018,10,Lapsilisä,1090632,1089234,228183664.62,226440821.48
2018,10,Lastenhoidon tuet,143876,128764,48197311.62,40969408
2018,10,Opintolainahyvitys,100,100,505350.66,505350.66
2018,10,Opintolainan korkoavustus,4,4,198.06,198.06
2018,10,Opintolainavähennys,7078,7078,0,0
2018,10,"Opintotuki (opintoraha, asumislisä, lainatakaus)",449920,442532,96102490.68,338438462.64
2018,10,Perhevapaakorvaus,3998,3998,9995000,9995000
2018,10,Perustoimeentulotuki,286326,286326,117467636.64,127220262.12
2018,10,Sairaanhoitokorvaukset,3565840,3565840,335647759.3,335647759.3
2018,10,Sairauspäivärahat,115112,115112,138937259.68,138937259.68
2018,10,Sotilasavustus,7750,7750,2339286.47,2339286.47
2018,10,Takuueläke,204792,204792,35949182,34961207.88
2018,10,Työttömyysturva,426998,426998,335756867.18,335756867.18
2018,10,Vammaisetuudet,531748,531748,92902608.06,84465334.3
2018,10,Vanhempainpäiväraha,95006,95006,159715214.98,159715214.98
2018,10,Vuosilomakustannuskorvaus,5842,5842,8172287,8172287
2018,10,Yleinen asumistuki,722170,722170,253614784.08,231558366.9
2018,10,Äitiysavustus,8116,8116,1751978.26,1751978.26
2018,11,Elatustuki,143282,143282,34902822.28,31995182.58
2018,11,Eläke-etuudet (pl. takuueläke),1255108,1255108,355000469.36,350583558.76
2018,11,Eläketuki,5468,5468,4253692.56,4220917.9
2018,11,Eläkkeensaajan asumistuki,417676,417676,101337672.48,97178615.6
2018,11,Erityishoitoraha,1418,1418,1013138.56,1013138.56
2018,11,Koulumatkatuki,63414,63414,10114931.98,10114931.98
2018,11,Kuntoutus,126598,126598,67088635.16,67088635.16
2018,11,Kuntoutusraha,32946,32946,25379843.76,25379843.76
2018,11,Lapsilisä,1090500,1089050,227986316.6,226405533.86
2018,11,Lastenhoidon tuet,148310,135198,48524087.28,43033758
2018,11,Opintolainahyvitys,11112,11112,37912322.56,37912322.56
2018,11,Opintolainavähennys,498,498,0,0
2018,11,"Opintotuki (opintoraha, asumislisä, lainatakaus)",451978,446654,95890844.1,338417705.38
2018,11,Perhevapaakorvaus,3140,3140,7850000,7850000
2018,11,Perustoimeentulotuki,286982,286982,116684122.22,125455279.2
2018,11,Sairaanhoitokorvaukset,3701858,3701858,354813126.48,354813126.48
2018,11,Sairauspäivärahat,126202,126202,147148964.02,147148964.02
2018,11,Sotilasavustus,7592,7592,2268570.78,2268570.78
2018,11,Takuueläke,205650,205650,36308679,35093935.7
2018,11,Työttömyysturva,425602,425602,323814497.82,323814497.82
2018,11,Vammaisetuudet,532444,532444,93510315.3,84525910.26
2018,11,Vanhempainpäiväraha,91956,91956,148881767.9,148881767.9
2018,11,Vuosilomakustannuskorvaus,4434,4434,6390000.6,6390000.6
2018,11,Yleinen asumistuki,743072,743072,252809932.12,238085962.38
2018,11,Äitiysavustus,7026,7026,1481479.12,1481479.12
2018,12,Elatustuki,144738,144738,448434721.32,32366597.1
2018,12,Eläke-etuudet (pl. takuueläke),1254346,1254346,4638531682.02,350579066.08
2018,12,Eläketuki,5358,5358,59333682.86,4133168.2
2018,12,Eläkkeensaajan asumistuki,419234,419234,1300592316.36,97693011.1
2018,12,Erityishoitoraha,11198,11198,11803517.38,11803517.38
2018,12,Koulumatkatuki,190748,190748,101329393.72,101329393.72
2018,12,Kuntoutus,354690,354690,762801715.44,762801715.44
2018,12,Kuntoutusraha,109114,109114,268570803.74,268570803.74
2018,12,Lapsilisä,2241832,2239092,2965948958.31,2949368734.27
2018,12,Lastenhoidon tuet,418088,404728,657976354.46,653475042.86
2018,12,Opintolainahyvitys,17340,17340,56815948.94,56815948.94
2018,12,Opintolainan korkoavustus,1722,1722,131347.72,131347.72
2018,12,Opintolainavähennys,12532,12532,0,0
2018,12,"Opintotuki (opintoraha, asumislisä, lainatakaus)",1070858,1062110,925175885.54,3469990750.1
2018,12,Perhevapaakorvaus,37682,37682,94370000,94370000
2018,12,Perustoimeentulotuki,237822,237822,1514840862.3,88966234.54
2018,12,Sairaanhoitokorvaukset,11139112,11139112,4118217861.72,4118217861.72
2018,12,Sairauspäivärahat,711880,711880,1799929711.46,1799929711.46
2018,12,Sotilasavustus,24982,24982,31992944.17,31992944.17
2018,12,Takuueläke,206244,206244,463964248,35207167.96
2018,12,Työttömyysturva,1107348,1107348,4235156915.98,4235156915.98
2018,12,Vammaisetuudet,534728,534728,1205712022.04,84814860.52
2018,12,Vanhempainpäiväraha,367572,367572,1942256665.68,1942256665.68
2018,12,Vuosilomakustannuskorvaus,58528,58528,85354665.72,85354665.72
2018,12,Yleinen asumistuki,753058,753058,3224577319.61,241005324.28
2018,12,Äitiysavustus,97072,97072,20040613.06,20040613.06
2019,1,Elatustuki,140796,140796,34320420.76,31795772.4
2019,1,Eläke-etuudet (pl. takuueläke),1248714,1248714,352268161.1,348495344.92
2019,1,Eläketuki,5256,5256,4100488.04,4102313.16
2019,1,Eläkkeensaajan asumistuki,414072,414072,99971026.98,96453268.22
2019,1,Erityishoitoraha,1482,1482,1075620.4,1075620.4
2019,1,Koulumatkatuki,51324,51324,7587213.38,7587213.38
2019,1,Kuntoutus,136120,136120,66944044.66,66944044.66
2019,1,Kuntoutusraha,30566,30566,22924687,22924687
2019,1,Lapsilisä,1089540,1088074,227571706.62,226242215.32
2019,1,Lastenhoidon tuet,141694,121160,45367364.76,39155580
2019,1,Opintolainahyvitys,100,100,445048.28,445048.28
2019,1,Opintolainan korkoavustus,232,232,15209.68,15209.68
2019,1,Opintolainavähennys,84,84,0,0
2019,1,"Opintotuki (opintoraha, asumislisä, lainatakaus)",434404,429686,90280602.5,324686338.76
2019,1,Perhevapaakorvaus,2678,2678,6655000,6655000
2019,1,Perustoimeentulotuki,257972,257972,113225624.68,120236715.56
2019,1,Sairaanhoitokorvaukset,3791486,3791486,419526283,419526283
2019,1,Sairauspäivärahat,125920,125920,148634393.02,148634393.02
2019,1,Sotilasavustus,9070,9070,2531450.84,2531450.84
2019,1,Takuueläke,205002,205002,37764756,36862330.62
2019,1,Työttömyysturva,434424,434424,335646806.56,335646806.56
2019,1,Vammaisetuudet,524754,524754,91954857.34,83342849
2019,1,Vanhempainpäiväraha,94326,94326,151066196.92,151066196.92
2019,1,Vuosilomakustannuskorvaus,4034,4034,6276356.17,6276356.17
2019,1,Yleinen asumistuki,746466,746466,250739191.44,239322218.58
2019,1,Äitiysavustus,6832,6832,1399472.04,1399472.04
2019,2,Elatustuki,140878,140878,34570330.38,31886684.68
2019,2,Eläke-etuudet (pl. takuueläke),1243596,1243596,350544834.4,346493246.32
2019,2,Eläketuki,5106,5106,3985507.36,3984383
2019,2,Eläkkeensaajan asumistuki,411924,411924,101057907.64,96104946.88
2019,2,Erityishoitoraha,1090,1090,709997.8,709997.8
2019,2,Koulumatkatuki,61080,61080,9761125.52,9761125.52
2019,2,Kuntoutus,113344,113344,48204383.04,48204383.04
2019,2,Kuntoutusraha,29784,29784,22371742.06,22371742.06
2019,2,Lapsilisä,1088772,1087514,227092326.84,226062414.24
2019,2,Lastenhoidon tuet,145280,130908,48353350.72,41907483
2019,2,Opintolainahyvitys,90,90,453680,453680
2019,2,Opintolainan korkoavustus,94,94,6075.02,6075.02
2019,2,Opintolainavähennys,26,26,0,0
2019,2,"Opintotuki (opintoraha, asumislisä, lainatakaus)",438112,432804,90407718.56,326827903.98
2019,2,Perhevapaakorvaus,2412,2412,5995000,5995000
2019,2,Perustoimeentulotuki,279112,279112,120937895.74,128311759
2019,2,Sairaanhoitokorvaukset,2175904,2175904,232042339.28,232042339.28
2019,2,Sairauspäivärahat,108882,108882,130127849.94,130127849.94
2019,2,Sotilasavustus,9134,9134,3047510.57,3047510.57
2019,2,Takuueläke,204810,204810,37592240,36820744.1
2019,2,Työttömyysturva,421812,421812,300210873.48,300210873.48
2019,2,Vammaisetuudet,525364,525364,90874803.44,83292371.08
2019,2,Vanhempainpäiväraha,87750,87750,139546084.58,139546084.58
2019,2,Vuosilomakustannuskorvaus,3946,3946,5894482.66,5894482.66
2019,2,Yleinen asumistuki,752146,752146,252069801.86,241765389.24
2019,2,Äitiysavustus,6366,6366,1454818.52,1454818.52
2019,3,Elatustuki,142172,142172,35003146.44,32204067.88
2019,3,Eläke-etuudet (pl. takuueläke),1242998,1242998,350892483.12,346351366.06
2019,3,Eläketuki,4976,4976,3899903.34,3882817.24
2019,3,Eläkkeensaajan asumistuki,412332,412332,101667441.22,96479431.86
2019,3,Erityishoitoraha,1582,1582,1231293.7,1231293.7
2019,3,Koulumatkatuki,54210,54210,8438149.24,8438149.24
2019,3,Kuntoutus,127788,127788,63456212.72,63456212.72
2019,3,Kuntoutusraha,34346,34346,26722418.08,26722418.08
2019,3,Lapsilisä,1088672,1087372,227287107.94,225979131.34
2019,3,Lastenhoidon tuet,149606,133978,49177001.5,42779250
2019,3,Opintolainahyvitys,62,62,233280,233280
2019,3,Opintolainan korkoavustus,72,72,4421.98,4421.98
2019,3,Opintolainavähennys,2612,2612,0,0
2019,3,"Opintotuki (opintoraha, asumislisä, lainatakaus)",439262,435150,88974401.88,327809318.86
2019,3,Perhevapaakorvaus,2840,2840,7085000,7085000
2019,3,Perustoimeentulotuki,289998,289998,125432164.5,133795745.26
2019,3,Sairaanhoitokorvaukset,2640426,2640426,259309767.78,259309767.78
2019,3,Sairauspäivärahat,120810,120810,151159232.72,151159232.72
2019,3,Sotilasavustus,9070,9070,2979873.8,2979873.8
2019,3,Takuueläke,205280,205280,37744258,36832532.06
2019,3,Työttömyysturva,428486,428486,311991599.34,311991599.34
2019,3,Vammaisetuudet,525860,525860,91725080.24,83227969.58
2019,3,Vanhempainpäiväraha,89920,89920,147640427.28,147640427.28
2019,3,Vuosilomakustannuskorvaus,4394,4394,6665687.94,6665687.94
2019,3,Yleinen asumistuki,749276,749276,252431036.76,240955937.6
2019,3,Äitiysavustus,6984,6984,1530159.94,1530159.94
2019,4,Elatustuki,142966,142966,35292931.12,32403413.94
2019,4,Eläke-etuudet (pl. takuueläke),1241806,1241806,349826310.88,345952224.04
2019,4,Eläketuki,4826,4826,3769844.72,3766083.9
2019,4,Eläkkeensaajan asumistuki,414044,414044,102015239.66,97072010.94
2019,4,Erityishoitoraha,1306,1306,891412.22,891412.22
2019,4,Koulumatkatuki,54806,54806,8471307.74,8471307.74
2019,4,Kuntoutus,129590,129590,65761405.56,65761405.56
2019,4,Kuntoutusraha,33342,33342,24699260.94,24699260.94
2019,4,Lapsilisä,1088058,1086984,226917539.8,225833983.56
2019,4,Lastenhoidon tuet,151782,138698,50155342.14,44485653
2019,4,Opintolainahyvitys,7992,7992,28210547.64,28210547.64
2019,4,Opintolainan korkoavustus,6,6,208.66,208.66
2019,4,Opintolainavähennys,80,80,0,0
2019,4,"Opintotuki (opintoraha, asumislisä, lainatakaus)",438262,434784,76531141.58,326468660.24
2019,4,Perhevapaakorvaus,2466,2466,6165000,6165000
2019,4,Perustoimeentulotuki,293602,293602,124139505.1,131996983.58
2019,4,Sairaanhoitokorvaukset,3042188,3042188,301502135.6,301502135.6
2019,4,Sairauspäivärahat,122510,122510,148546420.32,148546420.32
2019,4,Sotilasavustus,8338,8338,2707715.35,2707715.35
2019,4,Takuueläke,205674,205674,37983495,36913901.14
2019,4,Työttömyysturva,426326,426326,325642643.94,325642643.94
2019,4,Vammaisetuudet,526446,526446,91551460.72,83209300.14
2019,4,Vanhempainpäiväraha,83586,83586,134056037.28,134056037.28
2019,4,Vuosilomakustannuskorvaus,3630,3630,5545372.59,5545372.59
2019,4,Yleinen asumistuki,748708,748708,251670368.42,240669849.26
2019,4,Äitiysavustus,7068,7068,1543858.34,1543858.34
2019,5,Elatustuki,143886,143886,35588434.38,32628267.88
2019,5,Eläke-etuudet (pl. takuueläke),1240432,1240432,350911982.28,345588934.04
2019,5,Eläketuki,4720,4720,3700997.58,3685821.28
2019,5,Eläkkeensaajan asumistuki,415078,415078,102981030.46,97457915.82
2019,5,Erityishoitoraha,1520,1520,1202401.14,1202401.14
2019,5,Koulumatkatuki,50988,50988,7795162.94,7795162.94
2019,5,Kuntoutus,134548,134548,69654713.46,69654713.46
2019,5,Kuntoutusraha,36404,36404,30436444.46,30436444.46
2019,5,Lapsilisä,1087300,1086104,226837720.52,225679423.06
2019,5,Lastenhoidon tuet,154010,139342,50184470.92,44961595
2019,5,Opintolainahyvitys,386,386,1466338.02,1466338.02
2019,5,Opintolainavähennys,358,358,0,0
2019,5,"Opintotuki (opintoraha, asumislisä, lainatakaus)",429330,425922,77312410.8,317071656.14
2019,5,Perhevapaakorvaus,3452,3452,8620000,8620000
2019,5,Perustoimeentulotuki,293776,293776,121511571.76,130388752.9
2019,5,Sairaanhoitokorvaukset,3376500,3376500,329647737.34,329647737.34
2019,5,Sairauspäivärahat,131438,131438,164147146.34,164147146.34
2019,5,Sotilasavustus,8262,8262,2695494.81,2695494.81
2019,5,Takuueläke,206398,206398,38113078,37072778.32
2019,5,Työttömyysturva,430352,430352,338693525.66,338693525.66
2019,5,Vammaisetuudet,527080,527080,93230469.3,83257459
2019,5,Vanhempainpäiväraha,89006,89006,148799898.64,148799898.64
2019,5,Vuosilomakustannuskorvaus,4424,4424,6831867.49,6831867.49
2019,5,Yleinen asumistuki,743436,743436,248585422.48,238790543.08
2019,5,Äitiysavustus,6570,6570,1398556.37,1398556.37
2019,6,Elatustuki,141906,141906,34616983.06,32141813.26
2019,6,Eläke-etuudet (pl. takuueläke),1234918,1234918,348939091.18,343843322.34
2019,6,Eläketuki,4624,4624,3601463.4,3610507.36
2019,6,Eläkkeensaajan asumistuki,414590,414590,101836977.14,97349426.94
2019,6,Erityishoitoraha,1118,1118,815083.36,815083.36
2019,6,Koulumatkatuki,21850,21850,3653368,3653368
2019,6,Kuntoutus,126236,126236,69168257.14,69168257.14
2019,6,Kuntoutusraha,28298,28298,19995387.64,19995387.64
2019,6,Lapsilisä,1085940,1085044,226306051.88,225433758.14
2019,6,Lastenhoidon tuet,151184,132392,50435902.68,44639111
2019,6,Opintolainahyvitys,204,204,768771.8,768771.8
2019,6,Opintolainan korkoavustus,430,430,29927.28,29927.28
2019,6,Opintolainavähennys,28,28,0,0
2019,6,"Opintotuki (opintoraha, asumislisä, lainatakaus)",69150,64716,8957373.38,55995708.08
2019,6,Perhevapaakorvaus,2158,2158,5385000,5385000
2019,6,Perustoimeentulotuki,306186,306186,131293912.66,138762390.12
2019,6,Sairaanhoitokorvaukset,3455894,3455894,328345272.3,328345272.3
2019,6,Sairauspäivärahat,108536,108536,130673899.86,130673899.86
2019,6,Sotilasavustus,8346,8346,2673936.06,2673936.06
2019,6,Takuueläke,206042,206042,37999433,37043245.86
2019,6,Työttömyysturva,408902,408902,288494232.64,288494232.64
2019,6,Vammaisetuudet,523324,523324,90934554.32,82804601.6
2019,6,Vanhempainpäiväraha,80808,80808,128767553.7,128767553.7
2019,6,Vuosilomakustannuskorvaus,3760,3760,5554771.57,5554771.57
2019,6,Yleinen asumistuki,727090,727090,241736027.62,233904053.02
2019,6,Äitiysavustus,9228,9228,2050610.89,2050610.89
2019,7,Elatustuki,142128,142128,34837353.72,32246771.28
2019,7,Eläke-etuudet (pl. takuueläke),1232742,1232742,347456848.1,343410151.64
2019,7,Eläketuki,4500,4500,3470464.64,3513226.88
2019,7,Eläkkeensaajan asumistuki,414470,414470,101655301.52,97484760.04
2019,7,Erityishoitoraha,1092,1092,811760.86,811760.86
2019,7,Koulumatkatuki,1610,1610,217518.38,217518.38
2019,7,Kuntoutus,128906,128906,66287483.9,66287483.9
2019,7,Kuntoutusraha,28598,28598,24371736.04,24371736.04
2019,7,Lapsilisä,1085344,1084034,226332852.24,225148020.86
2019,7,Lastenhoidon tuet,146676,129430,50212709.32,44261074
2019,7,Opintolainahyvitys,74,74,305867.96,305867.96
2019,7,Opintolainan korkoavustus,222,222,15293.42,15293.42
2019,7,Opintolainavähennys,16,16,0,0
2019,7,"Opintotuki (opintoraha, asumislisä, lainatakaus)",47570,46088,5307842.04,40512598.78
2019,7,Perhevapaakorvaus,4028,4028,10060000,10060000
2019,7,Perustoimeentulotuki,307976,307976,136424322.14,144291502.46
2019,7,Sairaanhoitokorvaukset,3326062,3326062,312217099.44,312217099.44
2019,7,Sairauspäivärahat,102874,102874,131848628.18,131848628.18
2019,7,Sotilasavustus,7328,7328,2020192.65,2020192.65
2019,7,Takuueläke,206038,206038,38285021,37060978.7
2019,7,Työttömyysturva,420648,420648,318347944.96,318347944.96
2019,7,Vammaisetuudet,522004,522004,90742729.72,82574183
2019,7,Vanhempainpäiväraha,94920,94920,168096521.44,168096521.44
2019,7,Vuosilomakustannuskorvaus,4666,4666,6907703.21,6907703.21
2019,7,Yleinen asumistuki,704524,704524,239306826.74,226986784.18
2019,7,Äitiysavustus,7630,7630,1662256.55,1662256.55
2019,8,Elatustuki,142712,142712,34420891.9,32406624.2
2019,8,Eläke-etuudet (pl. takuueläke),1232460,1232460,348349494.68,343246069.7
2019,8,Eläketuki,4314,4314,3368484.38,3367491.64
2019,8,Eläkkeensaajan asumistuki,414974,414974,104014168.78,97824915.22
2019,8,Erityishoitoraha,1346,1346,1357082.92,1357082.92
2019,8,Koulumatkatuki,11090,11090,1317261.94,1317261.94
2019,8,Kuntoutus,85990,85990,34977448.66,34977448.66
2019,8,Kuntoutusraha,28304,28304,21806424.68,21806424.68
2019,8,Lapsilisä,1084556,1083050,226153932.7,224841509.92
2019,8,Lastenhoidon tuet,137802,103642,43043750.66,34524693
2019,8,Opintolainahyvitys,70,70,323872.12,323872.12
2019,8,Opintolainan korkoavustus,126,126,7036.28,7036.28
2019,8,Opintolainavähennys,30,30,0,0
2019,8,"Opintotuki (opintoraha, asumislisä, lainatakaus)",163854,146856,24252180.14,86248251.94
2019,8,Perhevapaakorvaus,3638,3638,9095000,9095000
2019,8,Perustoimeentulotuki,252968,252968,92215441.6,99973344.38
2019,8,Sairaanhoitokorvaukset,3415800,3415800,341748974.52,341748974.52
2019,8,Sairauspäivärahat,123956,123956,168353058.34,168353058.34
2019,8,Sotilasavustus,8226,8226,2759754.23,2759754.23
2019,8,Takuueläke,207106,207106,38312952,37265173.42
2019,8,Työttömyysturva,421376,421376,308974110.66,308974110.66
2019,8,Vammaisetuudet,522076,522076,93533491.94,82449328.96
2019,8,Vanhempainpäiväraha,97324,97324,168152857.32,168152857.32
2019,8,Vuosilomakustannuskorvaus,5836,5836,7991346.64,7991346.64
2019,8,Yleinen asumistuki,695108,695108,238595963.74,224361900.94
2019,8,Äitiysavustus,8592,8592,1935752,1935752
2019,9,Elatustuki,141144,141144,34337919.32,31983669.28
2019,9,Eläke-etuudet (pl. takuueläke),1230494,1230494,348938236.4,342352582.38
2019,9,Eläketuki,4154,4154,3236418.52,3243677.46
2019,9,Eläkkeensaajan asumistuki,416180,416180,103517756.56,98215551.28
2019,9,Erityishoitoraha,840,840,732340.98,732340.98
2019,9,Koulumatkatuki,55648,55648,10262854.16,10262854.16
2019,9,Kuntoutus,114990,114990,46643986.34,46643986.34
2019,9,Kuntoutusraha,28954,28954,21280364.12,21280364.12
2019,9,Lapsilisä,1083668,1082412,225897623.8,224635761.6
2019,9,Lastenhoidon tuet,127970,111308,42593871.96,35137705
2019,9,Opintolainahyvitys,52,52,251999.5,251999.5
2019,9,Opintolainan korkoavustus,56,56,4009.88,4009.88
2019,9,Opintolainavähennys,22,22,0,0
2019,9,"Opintotuki (opintoraha, asumislisä, lainatakaus)",449028,431786,96195673.56,327719950.42
2019,9,Perhevapaakorvaus,3170,3170,7900000,7900000
2019,9,Perustoimeentulotuki,251470,251470,101218462.42,108356816.64
2019,9,Sairaanhoitokorvaukset,3585426,3585426,353244650.46,353244650.46
2019,9,Sairauspäivärahat,113986,113986,136402342.4,136402342.4
2019,9,Sotilasavustus,8364,8364,2754633.44,2754633.44
2019,9,Takuueläke,207132,207132,38802272,37319499.26
2019,9,Työttömyysturva,408840,408840,287821533.24,287821533.24
2019,9,Vammaisetuudet,524430,524430,93315792.06,82846087.22
2019,9,Vanhempainpäiväraha,92090,92090,152974385,152974385
2019,9,Vuosilomakustannuskorvaus,5324,5324,7083185.46,7083185.46
2019,9,Yleinen asumistuki,704544,704544,247767199.18,227844205.06
2019,9,Äitiysavustus,8876,8876,1929441.98,1929441.98
2019,10,Elatustuki,140852,140852,34703183.48,31905661.4
2019,10,Eläke-etuudet (pl. takuueläke),1231484,1231484,347692839.28,342621833.7
2019,10,Eläketuki,9010,9010,7028839.3,7036848.7
2019,10,Eläkkeensaajan asumistuki,419240,419240,104959539.58,99207807.94
2019,10,Erityishoitoraha,1266,1266,970017.72,970017.72
2019,10,Koulumatkatuki,59006,59006,10188754.46,10188754.46
2019,10,Kuntoutus,141408,141408,73676815.8,73676815.8
2019,10,Kuntoutusraha,36410,36410,31207320.92,31207320.92
2019,10,Lapsilisä,1082982,1081812,225915725.48,224482074.84
2019,10,Lastenhoidon tuet,135308,121422,44519245.2,37452088
2019,10,Opintolainahyvitys,164,164,752328,752328
2019,10,Opintolainan korkoavustus,2,2,25.48,25.48
2019,10,Opintolainavähennys,5076,5076,0,0
2019,10,"Opintotuki (opintoraha, asumislisä, lainatakaus)",462496,451322,98918271.24,339097857.96
2019,10,Perhevapaakorvaus,3276,3276,8190000,8190000
2019,10,Perustoimeentulotuki,268654,268654,111653649.02,118908181.82
2019,10,Sairaanhoitokorvaukset,3661352,3661352,359660776.42,359660776.42
2019,10,Sairauspäivärahat,123532,123532,150316757.22,150316757.22
2019,10,Sotilasavustus,7650,7650,2378375.52,2378375.52
2019,10,Takuueläke,209264,209264,39719837,37557203.34
2019,10,Työttömyysturva,410988,410988,320162002.54,320162002.54
2019,10,Vammaisetuudet,526796,526796,92615731.62,83159099.26
2019,10,Vanhempainpäiväraha,90680,90680,156820957.84,156820957.84
2019,10,Vuosilomakustannuskorvaus,5020,5020,6955473.46,6955473.46
2019,10,Yleinen asumistuki,726114,726114,253609947.18,235046890.66
2019,10,Äitiysavustus,7816,7816,1723916.66,1723916.66
2019,11,Elatustuki,141442,141442,35008231.86,32091150.64
2019,11,Eläke-etuudet (pl. takuueläke),1230934,1230934,346733615.82,342483721.84
2019,11,Eläketuki,9036,9036,7166211.06,7055922.54
2019,11,Eläkkeensaajan asumistuki,421570,421570,104791308.78,99985942.08
2019,11,Erityishoitoraha,1164,1164,879757.62,879757.62
2019,11,Koulumatkatuki,58864,58864,9524888.68,9524888.68
2019,11,Kuntoutus,138912,138912,77733484.46,77733484.46
2019,11,Kuntoutusraha,37182,37182,28807475.66,28807475.66
2019,11,Lapsilisä,1082486,1081332,226148222.74,224432304.22
2019,11,Lastenhoidon tuet,139598,127368,44574291.5,39303708
2019,11,Opintolainahyvitys,12932,12932,51551255.22,51551255.22
2019,11,Opintolainavähennys,406,406,0,0
2019,11,"Opintotuki (opintoraha, asumislisä, lainatakaus)",466686,458980,98687802.28,339924866.72
2019,11,Perhevapaakorvaus,3782,3782,9445000,9445000
2019,11,Perustoimeentulotuki,272398,272398,111226801.94,117932120.82
2019,11,Sairaanhoitokorvaukset,3721554,3721554,370549534.72,370549534.72
2019,11,Sairauspäivärahat,122840,122840,146308583.92,146308583.92
2019,11,Sotilasavustus,7486,7486,2321907.09,2321907.09
2019,11,Takuueläke,215224,215224,39811401,37890004.72
2019,11,Työttömyysturva,399926,399926,292481751.1,292481751.1
2019,11,Vammaisetuudet,527814,527814,91927872.2,83204634.8
2019,11,Vanhempainpäiväraha,87318,87318,142843503.82,142843503.82
2019,11,Vuosilomakustannuskorvaus,4706,4706,6952658.57,6952658.57
2019,11,Yleinen asumistuki,744430,744430,253477341.46,240619700.14
2019,11,Äitiysavustus,6250,6250,1366611.54,1366611.54
2019,12,Elatustuki,142606,142606,451834012.18,32411440.8
